0	218.512
1	95.1952
2	13.9272
3	0.322608
4	0.0240731
5	0.000169073
6	1.16839e-05
7	2.22168e-07
8	2.26282e-09
9	1.0364e-11
10	4.84003e-13
11	3.49883e-14
12	3.45927e-14
13	3.47837e-14
14	3.49862e-14
15	3.49331e-14
